keyword;search_date;closest_date;organic_position;asin
tablet;2022-11-01;2023-06-29;-1;B07KZJW9DT
tablet;2022-11-01;2023-06-29;1;B09MTWFCLY
tablet;2022-11-01;2023-06-29;2;B09V81VNLP
tablet;2022-11-01;2023-06-29;3;B07KZJW9DT
tablet;2022-11-01;2023-06-29;4;B0C23H743R
tablet;2022-11-01;2023-06-29;-1;B09BG87FR9
tablet;2022-11-01;2023-06-29;5;B09V7ZTP7T
tablet;2022-11-01;2023-06-29;6;B0C1G59FJF
tablet;2022-11-01;2023-06-29;7;B0C2HZGQ3F
tablet;2022-11-01;2023-06-29;8;B0C2J1FR69
tablet;2022-11-01;2023-06-29;9;B0BV28C8CY
tablet;2022-11-01;2023-06-29;-1;B09BG63ZML
tablet;2022-11-01;2023-06-29;10;B0C3HKTLM9
tablet;2022-11-01;2023-06-29;11;B0BW3QFYB4
tablet;2022-11-01;2023-06-29;12;B0C2YYKX9T
tablet;2022-11-01;2023-06-29;13;B0BRZTD6Z2
tablet;2022-11-01;2023-06-29;-1;B0BYZBQTYY
tablet;2022-11-01;2023-06-29;14;B0BQR7XJ7D
tablet;2022-11-01;2023-06-29;15;B0BB7KXYCN
tablet;2022-11-01;2023-06-29;16;B0BYZ9WWKH
tablet;2022-11-01;2023-06-29;-1;B099HJKDPW
tank tops for women;2022-11-01;2023-06-25;-1;B09XKBCS8V
tank tops for women;2022-11-01;2023-06-25;-1;B08RXX5TS1
tank tops for women;2022-11-01;2023-06-25;-1;B0C85PHVFN
tank tops for women;2022-11-01;2023-06-25;-1;B08NF183MD
tank tops for women;2022-11-01;2023-06-25;1;B0B8MX52T4
tank tops for women;2022-11-01;2023-06-25;2;B0B7BKZ61F
tank tops for women;2022-11-01;2023-06-25;3;B076KKQPJ8
tank tops for women;2022-11-01;2023-06-25;4;B09WMMQ7YH
tank tops for women;2022-11-01;2023-06-25;5;B07NHQ3BQQ
tank tops for women;2022-11-01;2023-06-25;6;B09T9BLB8N
tank tops for women;2022-11-01;2023-06-25;7;B09Q1RT5DX
tank tops for women;2022-11-01;2023-06-25;8;B08L939S4T
tank tops for women;2022-11-01;2023-06-25;-1;B088TDSH5Y
tank tops for women;2022-11-01;2023-06-25;-1;B07PHJMM9F
tank tops for women;2022-11-01;2023-06-25;-1;B086C3LJ6L
tank tops for women;2022-11-01;2023-06-25;-1;B0BPB8LTM5
tank tops for women;2022-11-01;2023-06-25;9;B09Y33ZYB9
tank tops for women;2022-11-01;2023-06-25;10;B08ZYPZBZM
tank tops for women;2022-11-01;2023-06-25;11;B0B1ZLP332
tank tops for women;2022-11-01;2023-06-25;12;B0C3WD4M2P
tank tops for women;2022-11-01;2023-06-25;-1;B084Q51GJH
tank tops for women;2022-11-01;2023-06-25;-1;B00A6CHQUE
tank tops for women;2022-11-01;2023-06-25;-1;B076KMBYQR
tank tops for women;2022-11-01;2023-06-25;-1;B07R44GFY6
tank tops for women;2022-11-01;2023-06-25;13;B09ZXZND5T
tank tops for women;2022-11-01;2023-06-25;14;B0775B4YV5
tank tops for women;2022-11-01;2023-06-25;15;B007L1LIT8
tank tops for women;2022-11-01;2023-06-25;16;B0BP7Q4RFZ
tank tops for women;2022-11-01;2023-06-25;17;B07NGXJT44
tank tops for women;2022-11-01;2023-06-25;18;B0BJ153WC2
tank tops for women;2022-11-01;2023-06-25;19;B085QB85FJ
tank tops for women;2022-11-01;2023-06-25;20;B0BHPVDYPG
tank tops for women;2022-11-01;2023-06-25;21;B09XVHJVGW
tank tops for women;2022-11-01;2023-06-25;22;B00G6CQU00
tank tops for women;2022-11-01;2023-06-25;23;B06W5NSC1Y
tank tops for women;2022-11-01;2023-06-25;24;B09RQVVDBK
tank tops for women;2022-11-01;2023-06-25;25;B0B6PCZFXN
tank tops for women;2022-11-01;2023-06-25;26;B09V36BWHN
tank tops for women;2022-11-01;2023-06-25;27;B0BNGHLX3X
tank tops for women;2022-11-01;2023-06-25;28;B088ZVD9BL
tank tops for women;2022-11-01;2023-06-25;29;B0BHPQX59H
tank tops for women;2022-11-01;2023-06-25;30;B09F6Y2MBQ
tank tops for women;2022-11-01;2023-06-25;31;B0BHPRK5MB
tank tops for women;2022-11-01;2023-06-25;32;B01GZ5IGKE
tank tops for women;2022-11-01;2023-06-25;33;B0BB86QHMM
tank tops for women;2022-11-01;2023-06-25;34;B099SC8YJK
tank tops for women;2022-11-01;2023-06-25;35;B08T9RDWN9
tank tops for women;2022-11-01;2023-06-25;36;B09NVZ6T65
tank tops for women;2022-11-01;2023-06-25;37;B07FGDYRSP
tank tops for women;2022-11-01;2023-06-25;38;B007N2RNX0
tank tops for women;2022-11-01;2023-06-25;39;B0BJ162XDB
tank tops for women;2022-11-01;2023-06-25;40;B087972Y7W
tank tops for women;2022-11-01;2023-06-25;41;B09XMW8RJ2
tank tops for women;2022-11-01;2023-06-25;42;B09L1JFBRN
tank tops for women;2022-11-01;2023-06-25;43;B07XQQGZ3J
tank tops for women;2022-11-01;2023-06-25;44;B09F6ZMYT9
tank tops for women;2022-11-01;2023-06-25;45;B0BB7W27Q3
tank tops for women;2022-11-01;2023-06-25;46;B083SMM62W
tank tops for women;2022-11-01;2023-06-25;47;B09MWNMRXC
tank tops for women;2022-11-01;2023-06-25;48;B0BN3T4LRT
tea;2022-11-01;2023-06-29;-1;B0B5H5L9CZ
tea;2022-11-01;2023-06-29;-1;B00HBIN15U
tea;2022-11-01;2023-06-29;-1;B002GYMHKY
tea;2022-11-01;2023-06-29;-1;B089WVZXRB
tea;2022-11-01;2023-06-29;1;B000MXX04S
tea;2022-11-01;2023-06-29;2;B0BKT9Y94V
tea;2022-11-01;2023-06-29;3;B00H9BJP04
tea;2022-11-01;2023-06-29;4;B0001LQZOI
tea;2022-11-01;2023-06-29;5;B07VLWN6QJ
tea;2022-11-01;2023-06-29;6;B08CTX4PRQ
tea;2022-11-01;2023-06-29;7;B077T7Y11D
tea;2022-11-01;2023-06-29;8;B09MG53GNQ
tea;2022-11-01;2023-06-29;-1;B074FZCBRC
tea;2022-11-01;2023-06-29;-1;B08246JN8X
tea;2022-11-01;2023-06-29;-1;B0BWYHV331
tea;2022-11-01;2023-06-29;-1;B06XPRCSRW
tea;2022-11-01;2023-06-29;9;B09VC7XWD9
tea;2022-11-01;2023-06-29;10;B000HRS7OM
tea;2022-11-01;2023-06-29;11;B0046BKYPU
tea;2022-11-01;2023-06-29;12;B00H9BJOVY
tea;2022-11-01;2023-06-29;-1;B09VC5Y9NM
tea;2022-11-01;2023-06-29;-1;B0BV38C2KW
tea;2022-11-01;2023-06-29;-1;B09FLPYKC8
tea;2022-11-01;2023-06-29;-1;B08CTXT4N4
tea;2022-11-01;2023-06-29;13;B08L58TCWB
tea;2022-11-01;2023-06-29;14;B01HU16AOQ
tea;2022-11-01;2023-06-29;15;B0757RPBQ3
tea;2022-11-01;2023-06-29;16;B0BMCNNNV6
tea;2022-11-01;2023-06-29;17;B004M31ZR8
tea;2022-11-01;2023-06-29;18;B000XEV9YE
tea;2022-11-01;2023-06-29;19;B071HVJPCR
tea;2022-11-01;2023-06-29;20;B01MU81FC3
tea;2022-11-01;2023-06-29;21;B08465KRLW
tea;2022-11-01;2023-06-29;22;B0B3Y3LXWJ
tea;2022-11-01;2023-06-29;23;B08DVWXL4D
tea;2022-11-01;2023-06-29;24;B092V4JP69
tea;2022-11-01;2023-06-29;25;B0BZW4VHBH
tea;2022-11-01;2023-06-29;26;B00NEQX658
tea;2022-11-01;2023-06-29;27;B00GHX4YJ2
tea;2022-11-01;2023-06-29;28;B09WVJ82RZ
tea;2022-11-01;2023-06-29;29;B071FJF9CH
tea;2022-11-01;2023-06-29;30;B0BKG4S89W
tea;2022-11-01;2023-06-29;31;B0BYDXTRC3
tea;2022-11-01;2023-06-29;32;B07CJGT17P
tea;2022-11-01;2023-06-29;33;B0BGBSP9HB
tea;2022-11-01;2023-06-29;34;B003UFS5K4
tea;2022-11-01;2023-06-29;35;B0C37MCGM8
tea;2022-11-01;2023-06-29;36;B0C24QCBDW
tea;2022-11-01;2023-06-29;37;B0001LQKBQ
tea;2022-11-01;2023-06-29;38;B01MDRJSUH
tea;2022-11-01;2023-06-29;39;B0090EFL1U
tea;2022-11-01;2023-06-29;40;B0182FRZUC
tea;2022-11-01;2023-06-29;41;B081DRJ9TB
tea;2022-11-01;2023-06-29;42;B01M8PMNQN
tea;2022-11-01;2023-06-29;43;B0978QZW93
tea;2022-11-01;2023-06-29;44;B09HGSKGVL
tea;2022-11-01;2023-06-29;45;5480450743
tea;2022-11-01;2023-06-29;46;B074N2VR78
tea;2022-11-01;2023-06-29;47;B0B6Q7PNBK
tea;2022-11-01;2023-06-29;48;B0BXF19GRT
toaster;2022-11-01;2023-06-29;-1;B08BLRL3WJ
toaster;2022-11-01;2023-06-29;-1;B08SHYBHGK
toaster;2022-11-01;2023-06-29;1;B01N9XBDTI
toaster;2022-11-01;2023-06-29;2;B00EFEZ7D2
toaster;2022-11-01;2023-06-29;3;B007HMTKU0
toaster;2022-11-01;2023-06-29;4;B08BLRL3WJ
toaster;2022-11-01;2023-06-29;-1;B078YZB72S
toaster;2022-11-01;2023-06-29;5;B0027OGDWG
toaster;2022-11-01;2023-06-29;6;B00MHYFLPQ
toaster;2022-11-01;2023-06-29;7;B09BD1XJPX
toaster;2022-11-01;2023-06-29;8;B0BJKVCT6H
toaster;2022-11-01;2023-06-29;9;B08SHYBHGK
toaster;2022-11-01;2023-06-29;-1;B0BX71BKYT
toaster;2022-11-01;2023-06-29;10;B0BRSBXYTH
toaster;2022-11-01;2023-06-29;11;B079HPJSL9
toaster;2022-11-01;2023-06-29;12;B0B1ZCQPDV
toaster;2022-11-01;2023-06-29;13;B0764F7XG5
toaster;2022-11-01;2023-06-29;-1;B004FQQ8OC
toaster;2022-11-01;2023-06-29;14;B00MIKJ4MU
toaster;2022-11-01;2023-06-29;15;B06XH313H5
toaster;2022-11-01;2023-06-29;16;B01J5FFW9Y
toaster;2022-11-01;2023-06-29;-1;B084863LKT
toilet paper;2022-11-01;2023-06-29;-1;B0054L2QWU
toilet paper;2022-11-01;2023-06-29;-1;B07T3V3QMW
toilet paper;2022-11-01;2023-06-29;-1;B0C28QPQLW
toilet paper;2022-11-01;2023-06-29;-1;B015EKUX52
toilet paper;2022-11-01;2023-06-29;1;B09GGDPKSZ
toilet paper;2022-11-01;2023-06-29;2;B09GGL275B
toilet paper;2022-11-01;2023-06-29;3;B07NMGM8LX
toilet paper;2022-11-01;2023-06-29;4;B01KZVTUFE
toilet paper;2022-11-01;2023-06-29;5;B015EKUX52
toilet paper;2022-11-01;2023-06-29;6;B01C710DX8
toilet paper;2022-11-01;2023-06-29;7;B085512HLS
toilet paper;2022-11-01;2023-06-29;8;B0BHDDR32K
toilet paper;2022-11-01;2023-06-29;-1;B0BL81J692
toilet paper;2022-11-01;2023-06-29;-1;B0881TT3MD
toilet paper;2022-11-01;2023-06-29;-1;B0C4BCV247
toilet paper;2022-11-01;2023-06-29;-1;B06XJVX7QP
toilet paper;2022-11-01;2023-06-29;9;B09GGDP2PS
toilet paper;2022-11-01;2023-06-29;10;B01H726OLM
toilet paper;2022-11-01;2023-06-29;11;B09MQVBPK6
toilet paper;2022-11-01;2023-06-29;12;B0185ZL1Y0
toilet paper;2022-11-01;2023-06-29;-1;B0C73QM1KB
toilet paper;2022-11-01;2023-06-29;-1;B0BRN19Y9M
toilet paper;2022-11-01;2023-06-29;-1;B09R7QLRJZ
toilet paper;2022-11-01;2023-06-29;-1;B011KFIHGC
toilet paper;2022-11-01;2023-06-29;13;B00IHZAQKO
toilet paper;2022-11-01;2023-06-29;14;B0881TT3MD
toilet paper;2022-11-01;2023-06-29;15;B07TS96K9G
toilet paper;2022-11-01;2023-06-29;16;B08R6V4VC8
toilet paper;2022-11-01;2023-06-29;17;B08KJCQY9N
toilet paper;2022-11-01;2023-06-29;18;B0845Q4MN7
toilet paper;2022-11-01;2023-06-29;19;B08C61HFLD
toilet paper;2022-11-01;2023-06-29;20;B00QX8YKCC
toilet paper;2022-11-01;2023-06-29;21;B07WRCZPYN
toilet paper;2022-11-01;2023-06-29;22;B08KT96QMS
toilet paper;2022-11-01;2023-06-29;23;B001IVHOHM
toilet paper;2022-11-01;2023-06-29;24;B0BCQ929DB
toilet paper;2022-11-01;2023-06-29;25;B01C5TZZLW
toilet paper;2022-11-01;2023-06-29;26;B015EKUX2U
toilet paper;2022-11-01;2023-06-29;27;B0C2B5QM3R
toilet paper;2022-11-01;2023-06-29;28;B09RWDS5J7
toilet paper;2022-11-01;2023-06-29;29;B07WNJD35W
toilet paper;2022-11-01;2023-06-29;30;B08KTB2WCN
toilet paper;2022-11-01;2023-06-29;31;B07T3V3QMW
toilet paper;2022-11-01;2023-06-29;32;B0B57J39DD
toilet paper;2022-11-01;2023-06-29;33;B09ZHVQWMD
toilet paper;2022-11-01;2023-06-29;34;B073WHSL28
toilet paper;2022-11-01;2023-06-29;35;B0BQW8SSCS
toilet paper;2022-11-01;2023-06-29;36;B01H3HZTRG
toilet paper;2022-11-01;2023-06-29;37;B09DLG97ZH
toilet paper;2022-11-01;2023-06-29;38;B08KT8P88V
toilet paper;2022-11-01;2023-06-29;39;B00588ZZHM
toilet paper;2022-11-01;2023-06-29;40;B01LZ2H4YI
toilet paper;2022-11-01;2023-06-29;41;B09R28NV3K
toilet paper;2022-11-01;2023-06-29;42;B078FBZYJJ
toilet paper;2022-11-01;2023-06-29;43;B07CCW1LS1
toilet paper;2022-11-01;2023-06-29;44;B0185ZL22Q
toilet paper;2022-11-01;2023-06-29;45;B0C28QPQLW
toilet paper;2022-11-01;2023-06-29;46;B09WSMQ3NQ
toilet paper;2022-11-01;2023-06-29;47;B01C7109VE
toilet paper;2022-11-01;2023-06-29;48;B09G6ZHQM2
trash bags;2022-11-01;2023-06-29;-1;B089SSJVBF
trash bags;2022-11-01;2023-06-29;-1;B07V69FG39
trash bags;2022-11-01;2023-06-29;-1;B07JDV9YVW
trash bags;2022-11-01;2023-06-29;-1;B09TPTXW83
trash bags;2022-11-01;2023-06-29;1;B08M3W673J
trash bags;2022-11-01;2023-06-29;2;B08PFRWBWC
trash bags;2022-11-01;2023-06-29;3;B07FSBYHD8
trash bags;2022-11-01;2023-06-29;4;B07WDQ7VYJ
trash bags;2022-11-01;2023-06-29;5;B08H2GCHJ4
trash bags;2022-11-01;2023-06-29;6;B00H2P031M
trash bags;2022-11-01;2023-06-29;7;B01L924IE6
trash bags;2022-11-01;2023-06-29;8;B0B4SM4RG8
trash bags;2022-11-01;2023-06-29;-1;B0BZJ5TMQ5
trash bags;2022-11-01;2023-06-29;-1;B00H2P031M
trash bags;2022-11-01;2023-06-29;-1;B0BV6X1M6Z
trash bags;2022-11-01;2023-06-29;-1;B07YWKTCPS
trash bags;2022-11-01;2023-06-29;9;B016BSH9CG
trash bags;2022-11-01;2023-06-29;10;B0BGHKRV4M
trash bags;2022-11-01;2023-06-29;11;B089SSJVBF
trash bags;2022-11-01;2023-06-29;12;B07FYG1J5N
trash bags;2022-11-01;2023-06-29;-1;B0BGHKRV4M
trash bags;2022-11-01;2023-06-29;-1;B0BM8TB8X5
trash bags;2022-11-01;2023-06-29;-1;B083TK3DKW
trash bags;2022-11-01;2023-06-29;-1;B088C31KVB
trash bags;2022-11-01;2023-06-29;13;B0B4SJLDFS
trash bags;2022-11-01;2023-06-29;14;B014PI4OK4
trash bags;2022-11-01;2023-06-29;15;B07YWKKNK3
trash bags;2022-11-01;2023-06-29;16;B08GFCR2SM
trash bags;2022-11-01;2023-06-29;17;B079SWQ3VL
trash bags;2022-11-01;2023-06-29;18;B01I1TSZU8
trash bags;2022-11-01;2023-06-29;19;B0B4SJVKHG
trash bags;2022-11-01;2023-06-29;20;B07N41H9JR
trash bags;2022-11-01;2023-06-29;21;B07YYFTXJM
trash bags;2022-11-01;2023-06-29;22;B010B2L04G
trash bags;2022-11-01;2023-06-29;23;B00DJ57MP4
trash bags;2022-11-01;2023-06-29;24;B07Q38PWRP
trash bags;2022-11-01;2023-06-29;25;B09T74HQHG
trash bags;2022-11-01;2023-06-29;26;B0BX6KMK44
trash bags;2022-11-01;2023-06-29;27;B08M3Y3BZQ
trash bags;2022-11-01;2023-06-29;28;B0BM8SQWQQ
trash bags;2022-11-01;2023-06-29;29;B093CL5NNT
trash bags;2022-11-01;2023-06-29;30;B00VBQDUM2
trash bags;2022-11-01;2023-06-29;31;B0007VJMMO
trash bags;2022-11-01;2023-06-29;32;B09CGN3XLQ
trash bags;2022-11-01;2023-06-29;33;B0742D238M
trash bags;2022-11-01;2023-06-29;34;B07V69FG39
trash bags;2022-11-01;2023-06-29;35;B07QPVK69R
trash bags;2022-11-01;2023-06-29;36;B07Y7GTSXZ
trash bags;2022-11-01;2023-06-29;37;B07QS51KQJ
trash bags;2022-11-01;2023-06-29;38;B08797MQ7C
trash bags;2022-11-01;2023-06-29;39;B083TK3DKW
trash bags;2022-11-01;2023-06-29;40;B014PI4NNW
trash bags;2022-11-01;2023-06-29;41;B014PI4NZK
trash bags;2022-11-01;2023-06-29;42;B09WZZ6KVZ
trash bags;2022-11-01;2023-06-29;43;B09JWF2V76
trash bags;2022-11-01;2023-06-29;44;B0BVBXS8K3
trash bags;2022-11-01;2023-06-29;45;B08PG1FT16
trash bags;2022-11-01;2023-06-29;46;B0BVD24BMD
trash bags;2022-11-01;2023-06-29;47;B09G198KCS
trash bags;2022-11-01;2023-06-29;48;B08GY7B2LH
trash can;2022-11-01;2023-06-29;-1;B099LQRPSG
trash can;2022-11-01;2023-06-29;-1;B00J213WD0
trash can;2022-11-01;2023-06-29;-1;B07GJLDR31
trash can;2022-11-01;2023-06-29;-1;B0053TDDA2
trash can;2022-11-01;2023-06-29;1;B00JL5DNF4
trash can;2022-11-01;2023-06-29;2;B00YH4FXRU
trash can;2022-11-01;2023-06-29;3;B00JL5DQZQ
trash can;2022-11-01;2023-06-29;4;B00URURHXG
trash can;2022-11-01;2023-06-29;5;B0053TDDEI
trash can;2022-11-01;2023-06-29;6;B0BQ6X3VKT
trash can;2022-11-01;2023-06-29;7;B086CJVRHM
trash can;2022-11-01;2023-06-29;-1;B07P8L89NS
trash can;2022-11-01;2023-06-29;-1;B07PMF5FXT
trash can;2022-11-01;2023-06-29;-1;B0BVDTBVBL
trash can;2022-11-01;2023-06-29;-1;B017AO04CC
trash can;2022-11-01;2023-06-29;8;B00DHHJW8E
trash can;2022-11-01;2023-06-29;9;B01H71B4IG
trash can;2022-11-01;2023-06-29;10;B07PBV75T2
trash can;2022-11-01;2023-06-29;11;B00XXDYGYW
trash can;2022-11-01;2023-06-29;-1;B00T2Q7RCW
trash can;2022-11-01;2023-06-29;-1;B0BR2LX8VL
trash can;2022-11-01;2023-06-29;-1;B089WDDWVZ
trash can;2022-11-01;2023-06-29;-1;B00T2QYMV6
trash can;2022-11-01;2023-06-29;12;B09K7CV648
trash can;2022-11-01;2023-06-29;13;B003WUXN2C
trash can;2022-11-01;2023-06-29;14;B07GXM2NH2
trash can;2022-11-01;2023-06-29;15;B00D3YGJFA
trash can;2022-11-01;2023-06-29;16;B07PCXZ4C5
trash can;2022-11-01;2023-06-29;17;B06VTSF5WC
trash can;2022-11-01;2023-06-29;18;B09H7S833X
trash can;2022-11-01;2023-06-29;19;B0B8833TTD
trash can;2022-11-01;2023-06-29;20;B01N7FNZX6
trash can;2022-11-01;2023-06-29;21;B0C863CYLC
trash can;2022-11-01;2023-06-29;22;B07PBV7GH1
trash can;2022-11-01;2023-06-29;23;B07KPN4TNR
trash can;2022-11-01;2023-06-29;24;B091V1FKL6
trash can;2022-11-01;2023-06-29;25;B013DA46VC
trash can;2022-11-01;2023-06-29;26;B01KXGR31Y
trash can;2022-11-01;2023-06-29;27;B07MJ9NSCK
trash can;2022-11-01;2023-06-29;28;B0775N4YXD
trash can;2022-11-01;2023-06-29;29;B00QQNEY02
trash can;2022-11-01;2023-06-29;30;B0C2LMW4XQ
trash can;2022-11-01;2023-06-29;31;B0C2LNWBVM
trash can;2022-11-01;2023-06-29;32;B0778N6D45
trash can;2022-11-01;2023-06-29;33;B09WMV88VY
trash can;2022-11-01;2023-06-29;34;B07PD3YSX6
trash can;2022-11-01;2023-06-29;35;B07B8D8RC5
trash can;2022-11-01;2023-06-29;36;B07GJLDR31
trash can;2022-11-01;2023-06-29;37;B0BT8BD9LZ
trash can;2022-11-01;2023-06-29;38;B0053TDDA2
trash can;2022-11-01;2023-06-29;39;B0BYDRLF1J
trash can;2022-11-01;2023-06-29;40;B01N184RCK
trash can;2022-11-01;2023-06-29;41;B00FF8A412
trash can;2022-11-01;2023-06-29;42;B0BRD52HTY
trash can;2022-11-01;2023-06-29;43;B09F97VTVC
trash can;2022-11-01;2023-06-29;44;B01MRZOABW
trash can;2022-11-01;2023-06-29;45;B0C655NP21
trash can;2022-11-01;2023-06-29;46;B000026D75
trash can;2022-11-01;2023-06-29;47;B09WPZKW47
trash can;2022-11-01;2023-06-29;48;B07PS66CS8
tv stand;2022-11-01;2023-06-30;-1;B092LZ4WHP
tv stand;2022-11-01;2023-06-30;-1;B09SG3Q8N8
tv stand;2022-11-01;2023-06-30;1;B08XW7V964
tv stand;2022-11-01;2023-06-30;2;B07MM4539M
tv stand;2022-11-01;2023-06-30;3;B07DRC6Q1Y
tv stand;2022-11-01;2023-06-30;4;B08G4D7BRH
tv stand;2022-11-01;2023-06-30;-1;B07VNY7X4S
tv stand;2022-11-01;2023-06-30;5;B07RXNQXHJ
tv stand;2022-11-01;2023-06-30;6;B074TB5MG5
tv stand;2022-11-01;2023-06-30;7;B07YJC7N4W
tv stand;2022-11-01;2023-06-30;8;B08D6B63GD
tv stand;2022-11-01;2023-06-30;9;B07HHVXDDL
tv stand;2022-11-01;2023-06-30;-1;B0727W17C2
tv stand;2022-11-01;2023-06-30;10;B0BGKRW3FP
tv stand;2022-11-01;2023-06-30;11;B077B5PSQS
tv stand;2022-11-01;2023-06-30;12;B08SQ6PKM3
tv stand;2022-11-01;2023-06-30;13;B0BPG8PY1R
tv stand;2022-11-01;2023-06-30;-1;B07RXNQXHJ
tv stand;2022-11-01;2023-06-30;14;B07QJ4C124
tv stand;2022-11-01;2023-06-30;15;B07XYC6YWQ
tv stand;2022-11-01;2023-06-30;16;B08TCDKKDW
tv stand;2022-11-01;2023-06-30;-1;B07XRJ347J
umbrella;2022-11-01;2023-06-29;-1;B07Z913PN8
umbrella;2022-11-01;2023-06-29;-1;B0160HYB8S
umbrella;2022-11-01;2023-06-29;-1;B00DDPFOOG
umbrella;2022-11-01;2023-06-29;-1;B0BLTZJMZ4
umbrella;2022-11-01;2023-06-29;1;B076NVZRWS
umbrella;2022-11-01;2023-06-29;2;B08NDBL1YB
umbrella;2022-11-01;2023-06-29;3;B01NCMP1SU
umbrella;2022-11-01;2023-06-29;4;B0160HYB8S
umbrella;2022-11-01;2023-06-29;5;B06WGN5X92
umbrella;2022-11-01;2023-06-29;6;B09VSX5QLC
umbrella;2022-11-01;2023-06-29;7;B06ZXSVBQ4
umbrella;2022-11-01;2023-06-29;8;B07VVK8Y4J
umbrella;2022-11-01;2023-06-29;-1;B07GDF9HBF
umbrella;2022-11-01;2023-06-29;-1;B09J8FDZ52
umbrella;2022-11-01;2023-06-29;-1;B07SWRMZC2
umbrella;2022-11-01;2023-06-29;-1;B09C6CF83C
umbrella;2022-11-01;2023-06-29;9;B07MPFYJ5S
umbrella;2022-11-01;2023-06-29;10;B07ZNQWMW6
umbrella;2022-11-01;2023-06-29;11;B07PPSWRPZ
umbrella;2022-11-01;2023-06-29;12;B0B8Z6492N
umbrella;2022-11-01;2023-06-29;-1;B0BG45CXF5
umbrella;2022-11-01;2023-06-29;-1;B09J8VQWHL
umbrella;2022-11-01;2023-06-29;-1;B07TRC264F
umbrella;2022-11-01;2023-06-29;-1;B09ZSXLK55
umbrella;2022-11-01;2023-06-29;13;B0B45WDT6X
umbrella;2022-11-01;2023-06-29;14;B01M4P9OY5
umbrella;2022-11-01;2023-06-29;15;B07N2MPQZX
umbrella;2022-11-01;2023-06-29;16;B082HNDGHF
umbrella;2022-11-01;2023-06-29;17;B07Z8ZJQ1V
umbrella;2022-11-01;2023-06-29;18;B08FGBQX9Y
umbrella;2022-11-01;2023-06-29;19;B00ZQ9WC7E
umbrella;2022-11-01;2023-06-29;20;B07YV9RP4R
umbrella;2022-11-01;2023-06-29;21;B0937HLGTK
umbrella;2022-11-01;2023-06-29;22;B09R1XSQF2
umbrella;2022-11-01;2023-06-29;23;B07LC98J2R
umbrella;2022-11-01;2023-06-29;24;B001RLPBTQ
umbrella;2022-11-01;2023-06-29;25;B08R6B1K5V
umbrella;2022-11-01;2023-06-29;26;B01E6FYEV0
umbrella;2022-11-01;2023-06-29;27;B003XQFNH8
umbrella;2022-11-01;2023-06-29;28;B00G1VYD7I
umbrella;2022-11-01;2023-06-29;29;B0BZ8YBVZ3
umbrella;2022-11-01;2023-06-29;30;B09JBLSD5R
umbrella;2022-11-01;2023-06-29;31;B09XXDV6P5
umbrella;2022-11-01;2023-06-29;32;B01M0MS5D8
umbrella;2022-11-01;2023-06-29;33;B09M722LJJ
umbrella;2022-11-01;2023-06-29;34;B09VPQ7QN2
umbrella;2022-11-01;2023-06-29;35;B08QRYP7M2
umbrella;2022-11-01;2023-06-29;36;B01M278VV7
umbrella;2022-11-01;2023-06-29;37;B07MXMQVD8
umbrella;2022-11-01;2023-06-29;38;B07PRCFDFB
umbrella;2022-11-01;2023-06-29;39;B006493C24
umbrella;2022-11-01;2023-06-29;40;B0BPGVLGBS
umbrella;2022-11-01;2023-06-29;41;B07S8QJX3G
umbrella;2022-11-01;2023-06-29;42;B09QQN22KS
umbrella;2022-11-01;2023-06-29;43;B01LZCY6YN
umbrella;2022-11-01;2023-06-29;44;B0846PVYHQ
umbrella;2022-11-01;2023-06-29;45;B07ZJMMZ12
umbrella;2022-11-01;2023-06-29;46;B07YKDMK1W
umbrella;2022-11-01;2023-06-29;47;B0B5B4B14Z
umbrella;2022-11-01;2023-06-29;48;B0BWJW8BDP
usb c cable;2022-11-01;2023-06-29;-1;B01GGKYKQM
usb c cable;2022-11-01;2023-06-29;-1;B0BPDWDK6V
usb c cable;2022-11-01;2023-06-29;1;B08J7PQGD7
usb c cable;2022-11-01;2023-06-29;2;B07TQYL1GY
usb c cable;2022-11-01;2023-06-29;3;B0BPDWDK6V
usb c cable;2022-11-01;2023-06-29;4;B09GXRWQYQ
usb c cable;2022-11-01;2023-06-29;-1;B01GGKYO1I
usb c cable;2022-11-01;2023-06-29;5;B0832JCZC6
usb c cable;2022-11-01;2023-06-29;6;B07PLSDPYN
usb c cable;2022-11-01;2023-06-29;7;B07QPS7L6Y
usb c cable;2022-11-01;2023-06-29;8;B09J27SVX4
usb c cable;2022-11-01;2023-06-29;9;B09MQ4KZ27
usb c cable;2022-11-01;2023-06-29;-1;B09GXRWQYQ
usb c cable;2022-11-01;2023-06-29;10;B07NSQ56DZ
usb c cable;2022-11-01;2023-06-29;11;B08M5PSFWF
usb c cable;2022-11-01;2023-06-29;12;B07PPY9N62
usb c cable;2022-11-01;2023-06-29;13;B0B95Z3RX8
usb c cable;2022-11-01;2023-06-29;-1;B0BR9RHCPC
usb c cable;2022-11-01;2023-06-29;14;B09LCJPZ1P
usb c cable;2022-11-01;2023-06-29;15;B08KLYJQKF
usb c cable;2022-11-01;2023-06-29;16;B08LPRHF7L
usb c cable;2022-11-01;2023-06-29;-1;B01GGKZ0V6
vacuum cleaner;2022-11-01;2023-06-29;-1;B07C3NFCYC
vacuum cleaner;2022-11-01;2023-06-29;-1;B0839R9N6H
vacuum cleaner;2022-11-01;2023-06-29;1;B07C3NFCYC
