"keyword";"search_date";"closest_date";"organic_position";"asin";"country";"title";"listed_since";"price";"currency";"seller_name";"seller_id";"reviews";"avg_review";"keywords_count";"private_label_amazon";"amazon_seller"
"water filter";"2022-11-01";"2023-06-29";-1;"B06XSJRWFN";"de";"GEYSER EURO Wasserfilter für Wasserhahn Küche Armatur, für Leitungswasser mit Karutschen aus Einzigartigem Material Aragon, Hocheffizientes Wasser-Filtersystem (Inklusive 3000L-Kartusche)";"2017-03-30";49,99;"EUR";"GEYSER";"A2DEQ66G3OC7MI";7522;3,8;2868;0;0
"mattress";"2022-11-01";"2023-06-29";19;"B0BQJKDNW8";"de";"JEMULICE Isomatte Selbstaufblasend, 12CM Verdicktes Aufblasbare Matratze Kleines Packmaß mit Fußpresspumpe & Kissen, Ultraleicht Wasserdicht Luftmatratze Camping, Schlafmatte Outdoor für Wandern";"2022-12-18";39,99;"EUR";"SDRYTETYDS";"A38106O8HBYFFY";1438;4,2;5663;0;0
"bed frame";"2022-11-01";"2023-06-29";32;"B00XWAU4ME";"de";"Juskys Polsterbett Paris 140x200 cm mit LED Beleuchtung, Lattenrost & Kopfteil - Kunstleder & Holz - grau - Bett Jugendbett Bettgestell";"2015-05-16";139,99;"EUR";"Juskys";"A2KV0BR80R7K9D";4854;3,8;220;0;0
"umbrella";"2022-11-01";"2023-06-29";19;"B00ZQ9WC7E";"de";"Under Armour?UA 172,7?cm Double Canopy Winddichte Golf Regenschirm schwarz Black/High Vis Yellow Einheitsgr??e";"2015-08-08";42,08;"EUR";"Change for sport";"A1UGRO63IHOJIO";684;4,6;219;0;0
"pillow";"2022-11-01";"2023-06-29";25;"B09L4XV46V";"de";"Gentle North Kopfkissen (40x80 cm groß) - 2er Set Kissen für Bett und als Dekokissen - Mit Reißverschluss für Füllung - Sofakissen - Zierkissen für Couch und Sofa - Ökotex - Waschbar bis 60° - Weiß";"2021-12-31";18,99;"EUR";"Gentle North GmbH";"A1MY4IXNE8BBKD";9520;4,5;1463;0;0
"jeans";"2022-11-01";"2023-06-29";33;"B06XB7MZKV";"de";"JACK & JONES Male Slim Fit Jeans JJIGLENN JJFELIX GE 046 50SPS NOOS Slim Fit Jeans";"2016-08-10";27,99;"EUR";"Rivershop";"A1E4V0N1UW6VWJ";2035;4,4;102;0;0
"micro sd card";"2022-11-01";"2023-06-29";11;"B07ZG8W8B4";"de";"Kingston Canvas Select Plus microSD Speicherkarte, SDCS2/128GBSP Class 10";"2019-10-22";12,54;"EUR";"Skydigital";"A3FPBXRLKM9OSB";185781;4,6;1790;0;0
"led light bulb";"2022-11-01";"2023-06-20";10;"B0BN2Q7XV5";"de";"6 Stück LED Glühbirne E27 Vintage Lampe - A60 Warmweiss Filament Leuchtmittel Edison Retro Glühlampe 2700K 4W Warmweiß Birne Glas Antike Energiesparlampe für Hotel Haus Café Bar";"2022-11-21";16,99;"EUR";"Gefunden";"A3OUOH20WNBQ0Y";471;4,6;138;0;0
"weighted blanket";"2022-11-01";"2023-06-29";10;"B0BRKKWCCS";"de";"Gewichtsdecke 135x200 7kg - Anti Stress Therapiedecke - Schwere Decke aus 100% Baumwolle - Bettdecke für tiefen Schlaf und bessere Erholung – Weighted Blanket - Für Männer & Frauen von 55-85kg";"2023-01-03";57,95;"EUR";"Ella Health";"A23LNUW6A90X8D";840;4,5;3642;0;0
"rice";"2022-11-01";"2023-06-29";6;"B00WMJ6RRC";"de";"[ 5kg ] ROYAL TIGER Jasmin Duftreis / Jasmin Reis, ganz / Jasmine Rice AAA";"2014-06-29";15,12;"EUR";"Burgenstern.shop GmbH";"A2VECUHE57BQ6S";487;4,6;2044;0;0
"printer paper";"2022-11-01";"2023-06-28";43;"B08V8YJFTS";"de";"Steinbeis No. 2 Druckerpapier – 2500 (5 x 500) Blatt DIN A4 Recycling-Papier 80 g/m², Weiß & Chlorfrei, hochwertiges Kopierpapier ISO 80 / CIE 85";"2021-01-28";23,45;"EUR";"Tonerdumping - Berlin";"A3GDCUBBZN4Z1K";118;4,5;2230;0;0
"bed sheets";"2022-11-01";"2023-06-29";37;"B00S52F1YK";"de";"Homescapes 3-teiliges Bio-Bettwäsche-Set weiß aus 100% Bio-Baumwolle, 1 Bettbezug 240x220 cm & 2 Kissenbezüge 80x80 cm";"2015-01-12";116,99;"EUR";"HOMESCAPES";"A272SIV2IIIXJ2";449;4,5;193;0;0
"pillow";"2022-11-01";"2023-06-29";-1;"B01F24Z31O";"de";"sleepling Kopfkissen 40x80 cm, Allergiker Kissen, waschbar, Made in EU, Ökotex, langes Schlafkissen 40 x 80, Bettkissen, Pillow, Komfort 100";"2016-05-01";13,99;"EUR";"sleepling";"A11HXL8FMOWAAF";33838;4,5;1686;0;0
"water bottle";"2022-11-01";"2023-06-29";37;"B0BG6P2DX8";"de";"HYDRO FLASK - Trinkflasche 709ml (24oz) - Isolierte Wasserflasche aus Edelstahl - Sportflasche mit auslaufsicherem Flex Deckel & Gurt - Thermoflasche Spülmaschinenfest - Kleine Öffnung - Lupine";"2023-02-24";25,64;"EUR";"onekitchen";"AN61QAT86EQ9T";28617;4,7;6;0;0
"swimsuit";"2022-11-01";"2023-06-29";33;"B07Q6KCL78";"de";"CUPSHE Damen Badeanzug Rüschen V Ausschnitt Monokinis Bauchweg Einteilige Bademode Swimsuit";"2019-04-02";39,99;"EUR";"CUPSHE DE";"A2093W5LU1Q6CR";32144;4,5;341;0;0
"sandals for women";"2022-11-01";"2023-01-30";42;"B09TP5KY87";"de";"Briskorry Damen Plateau Sandalen mit Absatz Plattform Sommer Hausschuhe Keilabsatz Schuhe Damen Geschlossene Keilsandalen Elegant Römersandalen mit Fischmaul Slip On Sandaletten Slippers Strandschuhe";"2022-03-01";12,99;"EUR";"FAKdfkja547";"AX5DOWI2OZVBM";2;4,4;16;0;0
"face mask";"2022-11-01";"2023-06-26";39;"B08P5JWDLG";"de";"EUROPAPA 20x FFP2 Maske Atemschutzmaske 5-Lagen Staubschutzmasken hygienisch einzelverpackt EN149:2001+A1:2009 Mundschutzmaske EU2016/425";"2020-11-26";12,99;"EUR";"EUROPAPA";"A3TQKF00BDYQVY";47214;4,4;12040;0;0
"knife";"2022-11-01";"2023-06-29";29;"B082YKCHJC";"de";"F. DICK Messer Set ErgoGrip 3-teilig (Ausbeinmesser 13cm, Stechmesser 18cm, Blockmesser 21 cm, HRC 56°) 8255300, Blau";"2019-12-20";34,9;"EUR";"maevogmbh";"A2Y0OOOHEZH4MD";137;4,7;771;0;0
"paper towels";"2022-11-01";"2023-06-29";36;"B0716DDPTV";"de";"Tork Standard-Papierwischtücher mit Innenabrollung Weiß M2, Mehrzweck-Papiertücher, 6 × 121,5 m, 121208";"2017-12-07";57,15;"EUR";"TopRobot";"A1UYCQ5T75TTQ3";241;4,4;6;0;0
"shoe rack";"2022-11-01";"2023-06-29";7;"B07TJ47DT9";"de";"Schuhschrank 58x28x158cm Schuhregal mit 10 Ebenen Shoe Rack Schuhaufbewahrung mit Staubdichtem Überzug für High Heels Sportschuhe (Grau)";"2019-06-25";17,99;"EUR";"BALLSHOPUK";"A3A8L3OF2L909G";706;3,8;842;0;0
"necklace";"2022-11-01";"2023-06-29";22;"B078YLBYRH";"de";"Kette Herz Damen Halskette 925 Sterling Silber Anhänger ''Liebe ist das Glück'' Schmuck Zirkonia 45CM Kettenlänge Geschenk für Damen";"2020-09-02";29,99;"EUR";"mwe-eu";"A3MTSOEST1UODP";4889;4,6;3765;0;0
"hdmi cable";"2022-11-01";"2023-06-29";3;"B07TVG9964";"de";"SNOWKIDS 4K HDMI Kabel 2Meter,HDMI Kabel 4K@60Hz Nylon Geflecht Vergoldete Anschlüsse mit Ethernet/Audio Rückkanal,Kompatibel mit Video 4K 2160p,1080p-Grau";"2019-07-08";5,69;"EUR";"DreamseaTechDE";"A3V8HKFQ7B1F3U";17413;4,7;754;0;0
"shelf";"2022-11-01";"2023-06-29";-1;"B0BVWDS9HS";"de";"Hängeregal Flat Wandregal Kinderzimmer Küche Wohnzimmer Badezimmer Loft Büro Regale Wände Regalbrett für Wand-Deko Küchenregal Moderne Wandboard Bücherregal Wand Schwarz 80x20cm";"2023-02-15";41,95;"EUR";"AKKE";"A2KC3Q3RI63MWC";32;4,6;58;0;0
"water bottle";"2022-11-01";"2023-06-29";-1;"B0BJKDLVB7";"de";"LARS NYSØM Edelstahl Trinkflasche 350ml, 500ml, 750ml, 1L, 1 5 liter | Thermosflasche Kohlensäure geeignet | Auslaufsichere Wasserflasche für Sport, Outdoor, Schule (Berry Red, XL 1500ml)";"2022-10-18";37,99;"EUR";"LARS NYSØM";"A1B24HA98SYGJ5";8954;4,6;147;0;0
"long sleeve t shirt men";"2023-08-01";"2024-03-28";37;"B0CHFXX1ZS";"de";"ZENGVEE 1 or 4 or 5er Pack Langarmshirts Herren Sport Tshirts Men Schnelltrocknend Kationisches fur Outdoor Sport Gym";"2023-09-06";47,99;"EUR";"Chiwei Technology";"A1RO47LLW4I8YF";253;4,2;231;0;0
"bluetooth speaker";"2022-11-01";"2023-06-29";6;"B01HTH3C8S";"de";"Anker Soundcore mini Bluetooth Lautsprecher mit 15 Stunden Spielzeit, Fantastischer Sound, 20 Meter Bluetooth Reichweite, FM Radio und intensiver Bass(Schwarz)";"2016-07-04";27,99;"EUR";"AnkerDirect DE";"A2PGPJL0BBLHLX";106602;4,6;12655;0;0
"socks";"2022-11-01";"2023-06-29";7;"B08227JJHV";"de";"Snocks Sneaker Socken Herren & Damen 6er Set Gr. 35-54 Kurze Socken Baumwolle";"2017-01-04";22,49;"EUR";"Snocks";"A21R40KB6P99RD";14227;4,3;2117;0;0
"file folders";"2022-11-01";"2023-01-30";3;"B0722L14L3";"de";"Pendaflex Datei Ordner, 1/3 Tab, Manila, Letter-Format, 100 Pro Box (65213)";"2017-05-03";34,03;"EUR";"Amazon US";"A3OJWAJQNSBARP";30319;4,8;176;0;0
"fish oil";"2022-11-01";"2023-06-29";8;"B09TPXMB24";"de";"Multivitamin Omega 3 Jelly -30 Tage mit 11 Vitaminen Soft Jelly Hochdosiert, Reines Fischöl Kapseln für Kinder-natürlichem Zitronen&Orangengeschmack KIDS";"2022-03-01";16,08;"EUR";"uandu GmbH";"A2LMVOKJUFPRU4";571;4,5;4263;0;0
"tv stand";"2022-11-01";"2023-06-30";2;"B07MM4539M";"de";"BONTEC TV Standfuss TV Ständer Schwenkbar für 26-55 Zoll LCD LED OLED Plasma Flach & Curved Fernseher bis zu 45 KG, Höhenverstellbar & Stabil Max.VESA 400x400";"2019-02-19";27,53;"EUR";"bracketsales123";"A1PFW4PC5IFLDF";25984;4,6;5820;0;0
"dumbbells";"2022-11-01";"2023-06-29";40;"B08P1MHB12";"de";"Yaheetech Hantelset 2er Kurzhanteln Hantel Hantelstangen mit Sternverschlüsse für Krafttraining, 15/20/25/30 KG";"2020-11-23";31,99;"EUR";"Yahee365";"A2EE3XIT7D4VDH";2099;4,2;2305;0;0
"shoes";"2022-11-01";"2023-06-29";33;"B08PPCJN5P";"de";"Racqua Composite Mesh Barefoot Water Shoes Men Women";"2022-05-26";19,98;"EUR";"Racqua-EUR";"A3ABNWKJKMTY67";9122;4,3;221;0;0
"protein powder";"2022-11-01";"2023-06-26";1;"B002DYIZH6";"de";"Optimum Nutrition Gold Standard 100% Molkenproteinpulver für Muskelaufbau und -regeneration mit natürlich vorkommendem Glutamin und BCAA-Aminosäuren, Double Rich Chocolate, 29 Portionen, 899 g";"2009-05-05";34,99;"EUR";"Optimum Nutrition DE";"A2OR60AS8ZSB3J";180836;4,5;7551;0;0
"weighted blanket";"2022-11-01";"2023-06-29";9;"B09SYHJD9F";"de";"Samthus Gewichtsdecke 135x200cm 6kg Oeko-Tex Zertifiziert - Entspannungsdecke 100% Baumwolle - Schwere Anti-Stress & Therapiedecke - Besser schlafen mit unserer schweren Bettdecke - Weighted Blanket";"2022-06-15";99;"EUR";"Finadoo GmbH EU";"A1O5OXJNVHSPNB";961;4,5;1084;0;0
"backpack";"2022-11-01";"2023-06-29";16;"B09MF4BVFH";"de";"LOVEVOOK Rucksack Damen Herren groß Wasserdichter Laptop Rucksack 17,3 Zoll Rolltop Rucksäcke Schulrucksack Reiserucksack Handgepäck Flugzeug für Uni Arbeit Reisen, Schwarz";"2021-11-23";36,89;"EUR";"Cloudy UP";"A2MMPFBRXQVHJQ";838;4,5;2665;0;0
"dresses";"2022-11-01";"2023-06-29";15;"B09ZHWJCBJ";"de";"Yassiglia Damen Sexy Bodycon Maxikleid Tiefe Ausschnitt Spaghetti-Träger Kleid Sommer Cami Kleid für Party Club Streetwear Elegant, Casual, Sexy, Lang";"2022-05-04";16,99;"EUR";"wgvgfis";"A3AMLO8XL2AOSY";36;3,7;115;0;0
"toilet paper";"2022-11-01";"2023-06-29";25;"B01C5TZZLW";"de";"Katrin 103424 Classic System Toilet 800 ECO Toilettenpapier, 2-lagig (36-er Pack)";"2016-03-04";63;"EUR";"Hygiene-Shop";"AE36WFBPMYI8A";5;4,4;39;0;0
"tea";"2022-11-01";"2023-06-29";41;"B081DRJ9TB";"de";"HAUSPROFI 2 Stück Teesieb Teefilter und Deckel/Abtropfschale, 304 Edelstahl Tee-Sieb für losen Tee, Faltbare Griffgestaltung Passend für die Meisten Tee-Tassen und Tee-Schalen, 0.5mm Mesh";"2019-11-28";13,99;"EUR";"Qliver-DE";"AQVC1Q3MS0CYX";3325;4,7;1255;0;0
"shoes";"2022-11-01";"2023-06-29";4;"B08ZCH6M6K";"de";"Laufschuhe Atmungsaktiv Turnschuhe Schnürer Sportschuhe Sneaker für Herren Damen";"2017-10-21";35,99;"EUR";"LLGMILI";"A2YHQMII8XWMRC";4070;4,3;46;0;0
"rice";"2022-11-01";"2023-06-29";7;"B003WAPYVA";"de";"YUME NISHIKI Jfc Reis (Short Grain), 5 kg ( 1er Pack )";"2016-06-18";24,48;"EUR";"GoodSupps";"A14VDGJGHK5RJD";1324;4,7;1183;0;0
"umbrella";"2022-11-01";"2023-06-29";43;"B01LZCY6YN";"de";"Balios® Regenschirm Mit Echtem Holzgriff -Optional | Auf Zu Automatik | Sturmfest & Windsicher | Taschenschirm Für Herren & Damen Schwarz (Designed in Britain) (BLACK with Luxury REAL WOOD Handle)";"2016-10-07";32,9;"EUR";"Fa.Volmer";"A37IOB4LA559K9";7084;4,4;662;0;0
"gaming chair";"2022-11-01";"2023-06-29";35;"B095WQ88KJ";"de";"DXRacer PRINCE L Schwarz PVC Leder das Orginal Gaming Stuhl";"2021-05-26";249;"EUR";"MaxGaming DE";"A3W1SK01IU9TZJ";196;4,3;1763;0;0
"vitamin d";"2022-11-01";"2023-06-26";-1;"B086V74KKR";"de";"Vitamin D3 4000 IE - 400 Tabletten (1 Tablette alle 4 Tage) - Sonnenvitamin - Frei von Magnesiumstearat, Ohne Gentechnik, Vegatarisch - Cholecalciferol Vitamin D von WeightWorld";"";19,99;"EUR";"Comfort Click";"AE7C3LYRWNWKP";19455;4,6;4348;0;0
"tea";"2022-11-01";"2023-06-29";33;"B0BGBSP9HB";"de";"Tetley One Cup 1100 Tea Bags Schwarzer Tee aus England in der Groß-Packung mit 1100 Teebeuteln – importiert von Shestore24";"2023-09-08";38,99;"EUR";"Shestore24";"A1VCLR22OQ0P35";121;4,6;386;0;0
"dutch oven";"2022-11-01";"2023-06-29";-1;"B07QBCVQ3Y";"de";"BBQ-Toro Dutch Oven Premium Serie | 4,2 Liter (DO45P), Topf ohne Füße | bereits eingebrannt - preseasoned | Verschiedene Größen | Gusseisen Kochtopf | Bräter mit Deckelheber";"2019-04-18";37,95;"EUR";"CS Trading";"ADPGAH3H6HCIW";5602;4,7;323;0;0
"dutch oven";"2022-11-01";"2023-06-29";1;"B08ZSK82HM";"de";"BBQ Dutch Oven [Das Original] - Dutch Oven Set 7 Liter – Eingebrannter Feuertopf aus Gusseisen mit Füßen & Deckel – Ausgezeichnet von Vergleich.org – inkl. Deckelheber - mit e-Book";"2021-03-31";43,95;"EUR";"Kronenburg Handel GmbH";"A1HW966DTI3X6F";2583;4,6;2706;0;0
"coffee";"2022-11-01";"2023-06-26";-1;"B09M46P3QG";"de";"NESPRESSO ORIGINAL Kazaar, Dunkle Röstung, Kompatibel mit ORIGINAL Kaffeemaschinen, Kapsel Set aus 100 Kaffeekapseln";"2022-02-09";49;"EUR";"Nespresso Deutschland GmbH";"A3BZ4WZM0WQ9NM";71;4,5;340;0;0
"paper towels";"2022-11-01";"2023-06-29";6;"B07F41MN56";"de";"5.000 HERRMANN Papierhandtücher Natur Premium, 1-lagig, ZZ-Falz, 25x23cm Tücher, recycelt und umweltfreundlich – Perfekte Hand-Tuch Falthandtücher für Spender 20x250 Stk";"2018-07-24";22,75;"EUR";"Herrmann Betriebshygiene";"A27RTXJ67WUOA8";2318;4,4;2467;0;0
"melatonin";"2022-11-01";"2023-06-29";-1;"B0B635PZY1";"de";"Melatonin – 365 Tabletten – 0,5mg Melatonin pro Tablette – hochdosiert – Ohne unerwünschte Zusätze – Laborgeprüft – Alternative zu Einschlafspray - 100% vegan";"2022-12-31";9,99;"EUR";"natural elements";"A1MM7PJE4I3V89";2664;4,3;5355;0;0
"chocolate";"2022-11-01";"2023-06-29";29;"B07FGT6XQD";"de";"Celebrations Vollmilchschokoladen-Geschenkbox mit Mini-Schokoriegeln (Maltesers, Galaxy, Snickers & mehr) 186g (16 Packungen)";"2018-06-26";64,99;"EUR";"Pennguin-DE";"A2IJFOLAD6H0K5";190;4,3;150;0;0
"backpack";"2022-11-01";"2023-06-29";9;"B086116MGZ";"de";"Wanderrucksack 50L, Herren Damen Wasserdichter Trekkingrucksack Reiserucksack Outdoor Wandern Rucksack Mit Regenabdeckung, Backpacker Rucksack Für Wandern, Bergsteigen, Camping, Reisen Sport";"2020-05-29";59,99;"EUR";"HOMIEE Europe";"A3OC21XYLM4QVX";2920;4,3;3228;0;0
"dog bed";"2022-11-01";"2023-06-29";14;"B09GM2JP4Y";"de";"EHEYCIGA Orthopädisches Hundebett Grosse Hunde XL, Hundekissen Waschbar Flauschig, Hundematte Hundematratze mit Abnehmbarem Deckel für Kiste";"2021-09-18";45,99;"EUR";"EHEYCIGA EU";"A3CX9ENCCNYVZM";3572;4,4;1341;0;0
"vitamin d";"2022-11-01";"2023-06-26";41;"B01I23KVZU";"de";"VITAMIN D-LOGES 5.600 I.E. Wo.Depot Kautabl.Fam.Pa 60 St";"2016-07-06";31,23;"EUR";"APONEO - Deutsche Versand-Apotheke";"AX5NGPFXUHZ53";252;4,7;438;0;0
"aa batteries";"2022-11-01";"2023-06-29";2;"B07PCQW752";"de";"Intenso Energy Ultra AA Mignon LR6 Alkaline Batterien, Silber, (40Stück )";"2019-03-04";10,9;"EUR";"spielwaren-express / rohling-express";"A3K84GAJIEOMF1";17979;4,6;1729;0;0
"dog bed";"2022-11-01";"2023-06-29";1;"B09XDYTKMF";"de";"Baodan Hundebett Mittelgroße Kleine Hunde, Hundekissen Waschbar für kleine mittelgroße Hunde, Dog Bed - 75x50 cm Superweich Katzenbett mit Rutschfester Unterseite - Grau";"2022-04-07";16,14;"EUR";"Baodan-de";"A14IINE6Y1A7R8";987;4,3;2127;0;0
"yoga mat";"2022-11-01";"2023-06-29";1;"B01N67BRCF";"de";"KG Physio Yogamatte Rutschfest und Gepolstert - Yoga Matte mit Tragegurt, Fitnessmatte, Turnmatte, Sportmatte Dicke 8mm, Gymnastikmatte, Gym Matte, Pilates Matte, Fitness Matte Sport, 183x60cm";"2017-02-20";21,99;"EUR";"KG PHYSIO";"A3LMU6BC0XGWOL";19838;4,3;8620;0;0
"socks";"2022-11-01";"2023-06-29";8;"B072C5263V";"de";"Snocks Füßlinge für Damen und Herren aus Bio-Baumwolle 6 Paar - Rutschfeste und unsichtbare Sneakersocken - Kurze Socken Gr. 35-50";"2020-01-07";22,49;"EUR";"Snocks";"A21R40KB6P99RD";13389;4,2;2190;0;0
"trash bags";"2022-11-01";"2023-06-29";32;"B09CGN3XLQ";"de";"Swirl Müllbeute 35 l, Tragegriff, 15 Stück";"2021-08-12";2,49;"EUR";"Knuspr";"A3VRTB8LVNHNQ0";34;4,2;127;0;0
"wine glasses";"2022-11-01";"2023-06-29";9;"B07K1PPVBW";"de";"Krosno Rot-Weingläser | 6er set | 490 ML | Avant-Garde Kollektion | Rotweingläser| Perfekt für zu Hause, Restaurants und Partys | Spülmaschinenfest | Rotweinglas | Rotwein gläser";"2020-09-17";33,99;"EUR";"Krosno Glass";"A9RPJY3UGXQTK";1104;4,7;2718;0;0
"aa batteries";"2022-11-01";"2023-06-29";15;"B003OUWAQA";"de";"VARTA Batterien AA, 4 Stück, Longlife Power, Alkaline, 1,5V, ideal für Spielzeug, Funkmaus, Taschenlampen, Made in Germany";"2011-12-22";3,99;"EUR";"Akkurando";"A1DKPABAQEMB8H";31102;4,6;498;0;0
"patio furniture";"2022-11-01";"2023-06-29";18;"B08R62Y6KQ";"de";"vidaXL Akazienholz Massiv Gartenmöbel 4-TLG. mit Auflagen Lounge Bank Stuhl Tisch Gartenset Sitzmöbel Sitzgruppe Gartenbank Beistelltisch Gartengarnitur";"2014-05-01";321,72;"EUR";"HOYOOZ EU";"AAD9VHBZ7Z2ZP";43;4,2;872;0;0
"water filter";"2022-11-01";"2023-06-29";-1;"B07J9QRVDM";"de";"Frizzlife Untertischwasserfilter NSF/ANSI 53 & 42 zertifiziertes Trinkwasserfiltersystem - 0,5 Mikron entfernt Blei, Chlor und Gerüche, reduziert Fluorid - mit gebürstetem Nickel-Finish-Wasserhahn";"2018-12-09";84,99;"EUR";"Frizzlife solutions";"A3HJYZYEUASVOR";8597;4,1;71;0;0
"mens underwear";"2022-11-01";"2023-06-29";34;"B07J2M9JV2";"de";"MERISH Boxershorts Herren 8-er / 12-er Pack S-5XL Unterwäsche Unterhosen Männer Men Retroshorts New";"2020-03-23";29,9;"EUR";"underwear24/7";"A12BMP4ISR66ZZ";53135;4,6;140;0;0
"iphone 11 case";"2022-11-01";"2023-06-29";-1;"B0B5D8VRCR";"de";"Hensinple Für iPhone 11 Hülle, Handyhülle iPhone 11 Mit Eingebautem Displayschutz 360° Rundumschutz TPU Robust Bumper Case Stoßfest Handyhülle Schutzhülle für iPhone 11 6,1 Zoll (Schwarz)";"2022-06-29";14,27;"EUR";"JHJS";"AZ5MHCHE9RPMM";2941;4;341;0;0
"solar lights outdoor";"2022-11-01";"2023-06-29";-1;"B07TV714SS";"de";"Solarlampe,SUNNOW 4 Stuck Solar Mason Jar Licht LED Solar Licht Einmachglas Laterne Solarleucht f¨¹r Au?en Garten Deko, Weihnachtsferien Einmachgl?ser Wasserdichte Garten H?ngeleuchten";"2019-06-30";28,04;"EUR";"Nadine Cherry LTD";"A2B8749960PFR2";850;4,1;968;0;0
"chocolate";"2022-11-01";"2023-06-29";41;"B00IT8RI1E";"de";"Mixed Minis Schokolade Großpackung, Mit 71 Mini-Schokoriegel Snacks (Mars, Snickers, Bounty, Twix, Milky Way), Schokoladen Geschenk, Süßigkeiten Box (1400g)";"2014-08-01";23,55;"EUR";"Pennguin-DE";"A2IJFOLAD6H0K5";2481;4,7;6089;0;0
"bed sheets";"2022-11-01";"2023-06-29";-1;"B0BX418KJQ";"de";"Terra Beds Premium Spannbettlaken - Bettlaken 180x200cm - 200x200cm 160g/m2-100% Hochwertiges Oeko-TEX Baumwoll Jersey Bettlaken – Erhältlich in 10 Farben";"2023-02-28";19,99;"EUR";"Fashion Knit Europe";"A2V5918QNDW098";1345;4,4;41;0;0
"shoe rack";"2022-11-01";"2023-06-29";-1;"B0BHSHW91D";"de";"The Sala Collection Schuhregal Metall [2 Ebenen 6 Paar] Aufbewahrung für Schuhe, 66 x 19 x 19 cm Eingangsbereich Outdoor Flur Robust Metallgestell Industrie-Design | Weiß";"2023-04-10";82;"EUR";"Wagner`s Store";"A11OZV5925LZCS";81;4,6;60;0;0
"patio furniture";"2022-11-01";"2023-06-29";21;"B087BFP8C2";"de";"KESSER® Bierzeltgarnitur 3 teilig Gartenmöbel-Set | Klappbar 170 x 46 x 75cm | 2X Bierbänke 1x Biertisch | Festzeltgarnitur Biertisch Stehtisch Sitzgarnitur Holz 12x Bodenschoner";"2022-06-28";109,8;"EUR";"WMK Trading GmbH";"A35R3AFD5OLVO7";1178;3,7;2122;0;0
"robe";"2022-11-01";"2023-06-29";34;"B0BN1LL95N";"de";"JPHCHSC Hochzeit Party Team Braut Robe Buchstaben Kimono Satin Pyjamas Brautjungfer Bademantel";"2024-02-11";8,99;"EUR";"AGTEE";"AYMEHTAVNQO73";57;4,1;79;0;0
"file folders";"2022-11-01";"2023-01-30";45;"B093SX37PV";"de";"18er Pack Dokumentenmappe Dokumententasche transparent DIN A4+ 3 Stück je Farbe mit Druckknopf und Tasche für Visitenkarten Kapazität 150 Blatt";"2021-04-29";15,5;"EUR";"PLASTOREG";"A2MJ119D6DCAN0";124;4,6;175;0;0
"desk";"2022-11-01";"2023-06-29";-1;"B0BBLWZVCG";"de";"Gaming Tisch 120 x 60 cm, Gaming Schreibtisch, Stabiler PC Schreibtisch mit Kohlefaserbeschichtung, Ergonomischer Computertisch mit Kopfhörerhaken und Getränkehalter, Schwarz";"2022-08-23";50,99;"EUR";"HLONONE-DE";"AXNS19O9VD7E3";622;4,4;3552;0;0
"shelf";"2022-11-01";"2023-06-29";32;"B087295VJ2";"de";"SONGMICS Schwerlastregal, 2er Set, Kellerregal, Lagerregal, 40 x 90 x 180 cm, Regal mit Stahlgestell, jeweils bis 875 kg belastbar, 5 verstellbare Ablagen, silbern GLR040E02";"2020-04-12";49,99;"EUR";"SONGMICS HOME DE";"A3W1YAJZVE78ZY";12205;4,2;10346;0;0
"bed sheets";"2022-11-01";"2023-06-29";5;"B08NZX7LGD";"de";"Amqua Mako Satin Bettwäsche Set 135x200cm + Kissenbezug 80x80cm, 100% ägyptische Baumwolle (Zertifiziert), weiß";"2020-11-22";165,99;"EUR";"Amqua GmbH";"A81NGCAVUHBHK";141;4,5;81;0;0
"printer paper";"2022-11-01";"2023-06-28";9;"B005GISXG4";"de";"Grupo Portucel Soporcell Kopierpapier 80g A4 weiss Happy Office 2500 Blatt";"2011-04-20";26,41;"EUR";"spassamdrucken";"A3MPNVS899JDP0";871;4,7;1850;0;0
"dishwasher pods";"2022-11-01";"2023-01-21";38;"B085BPWJL4";"de";"Spülmaschinentabs 12 in 1 in wasserlöslicher Folie I Neuware I für jeden Geschirrspüler geeignet I Multifunktionstabs I Qualitätsware I Spültabs I Geschirrspültabs 20 kg";"2022-03-17";70,9;"EUR";"Die Seifenblase";"ACKDQFGYV8B73";20;4,4;155;0;0
"melatonin";"2022-11-01";"2023-06-29";29;"B09KP2SF7L";"de";"Zzz Mood® natürlicher Schlaf Komplex | mit 1mg Melatonin, L-Tryptophan, Passionsblume, Ashwagandha & bewährten Pflanzenstoffen hochdosiert B5 für geistige Leistung & Energiestoffwechsel";"2022-02-20";34,95;"EUR";"NOJOLY HEALTH";"A2L9F4Y9U3V43A";19;3,7;778;0;0
"headphones";"2022-11-01";"2023-06-29";-1;"B072J49RNL";"de";"OneOdio Over Ear Kopfhörer mit Kabel, 50mm Treiber, Bassklang, 6.35 & 3.5mm Klinke, Share-Port, Geschlossene DJ Headphones für Studio, Podcast, Monitor, Handy, PC, MP3/4 (Pro-10 Schwarz)";"2017-06-25";33,99;"EUR";"OneOdio EU";"A39JCPND67XN8O";14564;4,4;6053;0;0
"trash can";"2022-11-01";"2023-06-29";43;"B09F97VTVC";"de";"SVITA TM3X18 Edelstahl Treteimer 54 Liter Abfalleimer Mülleimer Design Silber Mülltrennung Papierkorb Küchen-Ordnung Trennsystem";"2018-12-04";99,99;"EUR";"clictrade";"A1BJAOOXQDSK5Z";2443;4,7;570;0;0
